,id,subj,verb,obj1,adj1,preps1,obj2,adj2,preps2,obj1 phrasal weight,obj2 phrasal weight,distilgpt2 sentence score,full obj1,full obj2,obj1 syll,obj2 syll,distilgpt2 obj1 tokens,distilgpt2 obj2 tokens,obj1 len,obj2 len,gpt2 sentence score,gpt2 obj1 tokens,gpt2 obj2 tokens,gpt2_med sentence score,gpt2_med obj1 tokens,gpt2_med obj2 tokens,gpt2_large sentence score,gpt2_large obj1 tokens,gpt2_large obj2 tokens,gpt2_xl sentence score,gpt2_xl obj1 tokens,gpt2_xl obj2 tokens,llama_3 sentence score,llama_3 obj1 tokens,llama_3 obj2 tokens,llama_3_chat sentence score,llama_3_chat obj1 tokens,llama_3_chat obj2 tokens,babyopt sentence score,babyopt obj1 tokens,babyopt obj2 tokens,babyllama sentence score,babyllama obj1 tokens,babyllama obj2 tokens,mistral_0.3 sentence score,mistral_0.3 obj1 tokens,mistral_0.3 obj2 tokens,mistral_0.3_chat sentence score,mistral_0.3_chat obj1 tokens,mistral_0.3_chat obj2 tokens,olmo sentence score,olmo obj1 tokens,olmo obj2 tokens,olmo_chat sentence score,olmo_chat obj1 tokens,olmo_chat obj2 tokens,syll_ratio,wordlength_ratio,mods_ratio,sentence_shifted,sentence_nonshifted,gpt2_score,gpt2_med_score,gpt2_large_score,gpt2_xl_score,llama_3_score,llama_3_chat_score,babyopt_score,babyllama_score,mistral_0.3_score,mistral_0.3_chat_score,olmo_score,olmo_chat_score,var,responses
69,69,John,showed,his sister,"['older', 'step']","['in college', 'in Arkansas']",his outfit,"['handmade', 'tailored']","['from the designer', 'for the gala']",5,5,-5.6075481935000004,his older step sister in college in Arkansas,his handmade tailored outfit from the designer for the gala,13,17,8,11,8,10,-5.3669242859,8,11,-5.4098919088,8,11,-5.0731903206,8,11,-5.0552183715,8,11,-5.2777841308,8,10,-5.728229371,8,10,-8.5151252332,8,11,-5.9227222602000005,8,13,-5.0646147346,8,13,-5.0951142883,8,13,-4.9310129414,8,12,-5.3158011644,8,12,0.7647058824,0.8,1.0,John showed his handmade tailored outfit from the designer for the gala to his older step sister in college in Arkansas.,John showed his older step sister in college in Arkansas his handmade tailored outfit from the designer for the gala.,-0.4872262137,-0.1963780185,-0.23335886520000002,-0.33065083630000003,-0.503391142,-0.062218976700000005,-0.2774413047,-0.2372175887,-0.0531707192,-0.06256640200000001,-0.40939690100000004,-0.17642922930000002,da,"[5.0, 7.0, 7.0, 7.0]"
70,70,John,made,his mother,[],"['at the care home', 'in Miami']",a feast,['hearty'],"['with chicken', 'from the farm']",3,4,-5.0301738036,his mother at the care home in Miami,a hearty feast with chicken from the farm,11,10,9,8,8,8,-4.6978960539,9,8,-4.8688814264,9,8,-4.9077888539,9,8,-5.016137625,9,8,-4.4564685822,9,8,-4.8838160276,9,8,-6.6197271824,9,8,-5.1000134568,9,8,-4.0295478647,9,10,-4.1873269298,9,10,-4.394982087,9,8,-4.6108658941,9,8,1.1,1.0,0.75,John made a hearty feast with chicken from the farm for his mother at the care home in Miami.,John made his mother at the care home in Miami a hearty feast with chicken from the farm.,-0.21334017930000002,-0.2592550495,-0.0744214114,-0.1444714084,-0.7305440400000001,-0.5567167069,-0.9847032170000001,-0.5174259722,-0.611793708,-0.461120493,-0.9038230439,-1.1384478313,da,"[7.0, 2.0, 5.0, 6.0, 2.0]"
71,71,John,built,his brother,['younger'],[],a house,['big'],[],2,2,-4.3790531158,his younger brother,a big house,5,3,4,4,3,3,-3.7476743062,4,4,-3.9284379747,4,4,-3.8046509955,4,4,-3.842815982,4,4,-4.2859254837,4,4,-4.2472947598,4,4,-7.4681605816,4,4,-3.2975205845,4,4,-4.2140206337,4,4,-4.2433446884,4,4,-3.8646670447,4,4,-4.1552342309,4,4,1.6666666667,1.0,1.0,John built a big house for his younger brother.,John built his younger brother a big house.,-0.7844163577000001,-0.8392421935000001,-0.6044329669,-0.7255130542,-0.9070802901,-1.445312643,-1.2395666387,-1.0637065702,-0.9085547023,-0.8372022735,-0.687598361,-0.8303482400000001,da,"[7.0, 6.0, 4.0, 5.0, 4.0, 4.0]"
72,72,John,sent,his friend,"['good', 'trusted']",['from Michigan'],a car,['red'],['with drivers assistance'],4,3,-6.2400229136,his good trusted friend from Michigan,a red car with drivers assistance,9,9,6,6,6,6,-5.8216896057,6,6,-6.309396108,6,6,-6.0567403158,6,6,-5.9823002815,6,6,-6.0058747828,6,6,-6.0203010738,6,6,-8.2491855919,6,6,-6.0492056529,6,6,-5.7063726783,6,6,-5.7584835887,6,6,-5.6941016197,6,6,-6.1327220281,6,6,1.0,1.0,1.3333333333,John sent a red car with drivers assistance to his good trusted friend from Michigan.,John sent his good trusted friend from Michigan a red car with drivers assistance.,-0.5544806889,-0.0681322189,-0.3048049745,-0.23670261250000002,-0.2655854325,-0.47800682190000005,-0.14461517540000002,-0.6167160692,-0.7578920007000001,-0.9149705052,-0.4567280361,-0.47948810940000003,da,"[6.0, 3.0, 4.0, 4.0, 6.0]"
73,73,John,built,his parents,"['kind', 'disabled']",[],a house,"['beautiful', 'big', 'suburban']",['for fishing by the lake'],3,5,-6.2479581272,his kind disabled parents,a beautiful big suburban house for fishing by the lake,7,15,5,10,4,10,-5.6844744963,5,10,-5.5601102044,5,10,-5.5743899626,5,10,-5.2511863428,5,10,-5.5681009293,5,10,-5.8620232211,5,10,-8.4331103961,5,10,-5.0293621515,6,11,-5.1176330416,5,11,-5.1005425704,5,11,-5.2637122098,5,10,-5.5281951007,5,10,0.4666666667,0.4,0.6000000000000001,John built a beautiful big suburban house for fishing by the lake for his kind disabled parents.,John built his kind disabled parents a beautiful big suburban house for fishing by the lake.,-0.29572150280000004,-0.5772332023,-0.41570508650000004,-0.3528133017,-0.47928574500000004,-0.45476427420000004,-0.3855670854,-0.6491938934,-0.4947906168,-0.4704737148,-0.5677099999,-0.7141096416,da,"[2.0, 6.0, 5.0, 2.0]"
74,74,John,played,his mom,"['supportive', 'caring']",['with a film degree'],a video,"['long', 'amateur', 'comedy']",['for a class'],4,5,-6.1879562579,his supportive caring mom with a film degree,a long amateur comedy video for a class,12,14,8,8,8,8,-5.7825720938,8,8,-6.0074946755,8,8,-6.3538867298,8,8,-5.7546604558,8,8,-6.1623504162,8,8,-6.2152611494,8,8,-9.2086279392,8,8,-5.7650567402,10,9,-6.176738286,8,8,-6.3529941559,8,8,-5.8270529697,8,8,-6.2956527409,8,8,0.8571428571,1.0,0.8,John played a long amateur comedy video for a class for his supportive caring mom with a film degree.,John played his supportive caring mom with a film degree a long amateur comedy video for a class.,-0.9444452029,-0.44492545320000004,-0.11195233830000001,-0.7248186982,0.1189025201,-0.0298355341,-0.6871954893000001,-0.7777984544000001,0.2264411311,0.20860309600000002,-0.2957646526,-0.48660523990000004,da,"[7.0, 5.0, 3.0, 1.0, 2.0, 7.0, 3.0, 6.0, 5.0, 3.0, 1.0, 3.0]"
75,75,John,showed,the group,"['crowded', 'tour']","['with maps', 'from America']",his outfit,"['expensive', 'tailored', 'silk']","['from the designer', 'for the gala', 'for the evening']",5,7,-5.9038052926,the crowded tour group with maps from America,his expensive tailored silk outfit from the designer for the gala for the evening,12,23,8,15,8,14,-5.7479077853,8,15,-5.3936512287,8,15,-5.4545392807,8,15,-5.5845824205,8,15,-5.6312227433,8,14,-6.0798494082,8,14,-8.2096473199,8,15,-5.8262505872,9,16,-5.2754342386,8,16,-5.3326947519,8,16,-5.1856469741,8,15,-5.3165542896,8,15,0.5217391304,0.5714285714,0.7142857143,John showed his expensive tailored silk outfit from the designer for the gala for the evening to the crowded tour group with maps from America.,John showed the crowded tour group with maps from America his expensive tailored silk outfit from the designer for the gala for the evening.,-0.1664882718,-0.44390294,-0.2635847656,-0.37167892820000004,-0.2057728584,0.2405557948,-0.536202858,-0.1262470011,0.027129677300000002,0.029708712800000002,-0.1092822251,0.0366548069,da,"[1.0, 6.0, 2.0, 2.0, 7.0]"
76,76,John,left,his friend,[],['in Ohio'],soup,['chicken'],['with vegetables'],2,3,-5.5969122106,his friend in Ohio,chicken soup with vegetables,6,8,5,5,4,4,-4.9812587391,5,5,-5.3722537648,5,5,-5.2728017027,5,5,-5.2539180409,5,5,-5.414542834,5,5,-5.1854211887,5,5,-8.6803990602,5,5,-5.2646282803,5,5,-5.3337911367,5,4,-5.4780073961,5,4,-5.0449452834,5,5,-5.5417963375,5,5,0.75,1.0,0.6666666667000001,John left chicken soup with vegetables for his friend in Ohio.,John left his friend in Ohio chicken soup with vegetables.,-1.0627590526,-0.6025997508000001,-0.6587285822000001,-0.826847874,-1.2361186779,-1.2803030194,-0.7333531489,-0.7468923915,-1.1173246883,-1.3584755623,-1.0402137323,-1.1719961773,da,"[7.0, 7.0, 6.0, 6.0]"
77,77,John,showed,the group,['large'],"['with maps', 'from America']",his outfit,['silk'],['from the designer'],4,3,-6.15216434,the large group with maps from America,his silk outfit from the designer,10,9,7,6,7,6,-5.982875824,7,6,-5.8049190044,7,6,-5.8430644274,7,6,-6.0051324069,7,6,-5.940829838,7,6,-6.1129592727,7,6,-8.0097933657,7,6,-5.7054171843,8,6,-6.3290672302,7,6,-6.4370462193,7,6,-5.8916476667,7,6,-6.1018289328,7,6,1.1111111111,1.1666666667,1.3333333333,John showed his silk outfit from the designer to the large group with maps from America.,John showed the large group with maps from America his silk outfit from the designer.,-0.47329177850000004,-0.5827045918,-0.6738823970000001,-0.44329368080000003,-0.6006310635000001,-0.3681441476,-0.3325322025,-0.5387821513000001,-0.2945463956,-0.38540310720000004,-0.5042591313,-0.560775876,da,"[5.0, 3.0, 2.0, 2.0]"
78,78,John,built,his brother,"['unemployed', 'sick', 'younger']",['with cancer'],a boat,"['big', 'green']",[],5,3,-6.1291017532,his unemployed sick younger brother with cancer,a big green boat,12,4,7,5,7,4,-5.8911893027,7,5,-5.9392820086,7,5,-5.9170808452,7,5,-5.9052283083,7,5,-5.5370421727,7,5,-5.8443104744,7,5,-8.4840631803,7,5,-5.317103672,8,5,-5.1483106017,8,5,-5.0814117193,8,5,-5.7478281430000004,7,5,-5.9254095895,7,5,3.0,1.75,1.6666666667,John built a big green boat for his unemployed sick younger brother with cancer.,John built his unemployed sick younger brother with cancer a big green boat.,-1.1907988119,-1.2606298425,-1.1171816652,-0.9136062899,-0.9636877969000001,-1.0337984358,-0.577435087,-1.0971412523,-0.8064166983000001,-0.816788888,-0.5815604021,-0.7283438745,da,"[6.0, 5.0, 7.0, 7.0, 7.0]"
79,79,John,mailed,his friend,"['good', 'trusted']",[],flowers,[],['from the nursery in town'],3,2,-6.043675496,his good trusted friend, flowers from the nursery in town,5,9,5,6,4,6,-5.9432015052,5,6,-6.0805901747,5,6,-6.0956801635,5,6,-5.988103243,5,6,-5.838406086,5,6,-5.8592013291,5,6,-7.9756191458,5,6,-5.200298718,5,6,-4.9025965578,5,8,-5.0073180199,5,8,-5.0999299563,5,6,-5.4933236195,5,6,0.5555555556,0.6666666667000001,1.5,John mailed flowers from the nursery in town to his good trusted friend.,John mailed his good trusted friend flowers from the nursery in town.,-0.3524381687,-0.4654281079,-0.3835182923,-0.6125668563000001,-0.1325183648,-0.3270545294,0.1584598599,-0.4460943243,-0.21511582070000002,-0.29474803800000005,-0.5512828154,-0.5719428307000001,da,"[6.0, 7.0, 4.0, 4.0]"
80,80,John,wrote,his family,"['large', 'religious', 'extended']","['from the farms', 'in the plains', 'in Kansas']",a message,"['polite', 'notice']",['for his work'],7,4,-5.6327046104,his large religious extended family from the farms in the plains in Kansas,a polite notice message for his work,20,10,13,7,13,7,-5.26412118,13,7,-5.0868760814,13,7,-5.3946461470000004,13,7,-5.21232039,13,7,-5.4199711084,13,7,-5.6960459352,13,7,-7.0340021451,13,7,-5.6313591003,13,7,-5.0894138527,14,7,-5.1765413284,14,7,-5.2995763032,13,7,-5.6591256183,13,7,2.0,1.8571428571,1.75,John wrote a polite notice message for his work to his large religious extended family from the farms in the plains in Kansas.,John wrote his large religious extended family from the farms in the plains in Kansas a polite notice message for his work.,-0.55747774,-0.5047957756,-0.4430131903,-0.6993004653,-0.6510599645,-0.7736821407000001,-0.9820168053,-0.6038040465,-0.5796088266,-0.6060644587,-0.4250983551,-0.1556423493,da,"[5.0, 6.0, 6.0, 6.0, 6.0]"
81,81,John,leases,immigrants,['fresh'],"['with college degrees', 'in politics']",apartments,['studio'],['in downtown'],4,3,-6.6972646713,fresh immigrants with college degrees in politics,studio apartments in downtown,13,9,7,5,7,4,-6.0755274636,7,5,-6.1031481028,7,5,-5.9609809262,7,5,-5.5832736492,7,5,-6.1838518778,7,4,-6.5270829837,7,4,-9.7333951314,7,5,-6.3322671161,9,7,-5.6901385486,7,4,-5.9693116248,7,4,-6.0168025834,7,5,-6.498177869,7,5,1.4444444444,1.75,1.3333333333,John leases studio apartments in downtown to fresh immigrants with college degrees in politics.,John leases fresh immigrants with college degrees in politics studio apartments in downtown.,-1.7640466166,-1.5281845881,-1.2592400798,-1.7831988885,-1.2036215692,-1.2696531545,-1.2970323245,-0.33140100980000003,-1.2193665644,-0.9549545864000001,-1.1188925073,-1.3197636499,da,"[2.0, 7.0, 7.0, 6.0]"
82,82,John,sells,students,[],"['with jobs', 'at the campus', 'in the city']",apartments,['small'],"['with balconies', 'in downtown']",4,4,-5.1551916223, students with jobs at the campus in the city,small apartments with balconies in downtown,12,11,9,7,9,6,-4.6881557264,9,7,-4.6831926045,9,7,-4.2650270462,9,7,-4.3483564226,9,7,-4.3029718876,9,7,-4.4506745815,9,7,-6.8598187923000005,9,7,-4.7007550326,9,10,-4.2850194204,9,7,-4.4386240868,9,7,-4.3342554444,9,7,-4.6882644202,9,7,1.0909090909,1.5,1.0,John sells small apartments with balconies in downtown to students with jobs at the campus in the city.,John sells students with jobs at the campus in the city small apartments with balconies in downtown.,-0.5853680281,-0.7467309829000001,-0.7726365725000001,-1.063622299,-1.1627072309,-0.9535238894,-0.6129346572000001,-0.3066271332,-0.8472359192000001,-0.7688345999999999,-0.8742653124,-0.8837570112,da,"[7.0, 2.0, 7.0, 7.0, 7.0]"
83,83,John,constructed,the children,"['poor', 'orphaned']",['from the disaster'],a boat,['speed'],"['with powered engines', 'for driving on the water']",4,4,-4.9417189685,the poor orphaned children from the disaster,a speed boat with powered engines for driving on the water,12,16,8,11,7,11,-4.5688691573,8,11,-4.9484147159,8,11,-4.6454398415,8,11,-4.7100260258,8,11,-4.8030037673,8,11,-4.9647145686,8,11,-7.2742913495,8,11,-4.6083399109,8,12,-4.3884379665,9,11,-4.4203672409,9,11,-4.4243748838,8,11,-4.5459791964,8,11,0.75,0.6363636364,1.0,John constructed a speed boat with powered engines for driving on the water for the poor orphaned children from the disaster.,John constructed the poor orphaned children from the disaster a speed boat with powered engines for driving on the water.,-0.7820869875,-0.6074191915,-0.6299109562,-0.5420329343,-0.4669665197,-0.4664352392,-0.7020063542,-0.8523468161000001,-0.4065268446,-0.3470666512,-0.5156404549,-0.7308143062,da,"[6.0, 7.0, 7.0, 7.0, 6.0]"
84,84,John,wrote,his family,['religious'],['from the farms'],a message,['polite'],"['about his travel in Europe', 'for his work']",3,4,-5.6374112129,his religious family from the farms,a polite message about his travel in Europe for his work,10,16,6,11,6,11,-5.294824791,6,11,-5.2817937851,6,11,-5.0288585186,6,11,-5.0643470526,6,11,-5.2379875864,6,11,-5.6919087682,6,11,-6.373974187,6,11,-4.9364336252,6,11,-4.9166703224,6,11,-5.0309090841,6,11,-5.0729791641,6,11,-5.4836420059,6,11,0.625,0.5454545455,0.75,John wrote a polite message about his travel in Europe for his work to his religious family from the farms.,John wrote his religious family from the farms a polite message about his travel in Europe for his work.,-0.2199788444,-0.312149359,-0.5115492896,-0.6034761366,-0.16401484360000002,0.1386785064,-0.7862980775,-0.6508720712,-0.3062925101,-0.31095883960000004,-0.1780627502,0.0503020838,da,"[3.0, 7.0, 7.0, 4.0, 6.0]"
85,85,John,showed,the group,['crowded'],[],the piece,"['famous', 'large', 'art']",[],2,4,-6.285683892,the crowded group,the famous large art piece,4,6,4,6,3,5,-5.6975430575,4,6,-5.6716912009,4,6,-5.6917188384,4,6,-5.6997195157,4,6,-5.7664858898,4,6,-5.9905398289,4,6,-8.4630066156,4,6,-5.9522963004000005,4,6,-5.8079711199,4,6,-5.7742946545,4,6,-5.4975152883,4,6,-5.6709274812,4,6,0.6666666667000001,0.6000000000000001,0.5,John showed the famous large art piece to the crowded group.,John showed the crowded group the famous large art piece.,-0.46917752360000003,-0.4949343942,-0.5149651788,-0.5176944343000001,-0.5412762128,-0.558398012,-0.6033752724,-0.5187384648,-0.5632155266000001,-0.6258249969,-0.322969636,-0.1901759104,da,"[7.0, 4.0, 7.0, 4.0]"
86,86,John,built,the citizens,"['injured', 'homeless']",['in a city'],an app,['automated'],[],4,2,-6.0624423394,the injured homeless citizens in a city,an automated app,13,6,7,4,7,3,-5.7920816862,7,4,-5.5558140094,7,4,-5.7291362102,7,4,-5.4852315829,7,4,-5.6060166359,7,4,-5.7895302432,7,4,-8.2085757256,7,4,-5.296073246,8,5,-5.6565217291,7,4,-5.5523697989,7,4,-5.1134415773,7,4,-5.2532589986,7,4,2.1666666667,2.3333333333,2.0,John built an automated app for the injured homeless citizens in a city.,John built the injured homeless citizens in a city an automated app.,-1.0835728523000001,-1.6662210807,-1.5391332492,-1.7483796432,-1.1687668654,-1.3673875122,-0.9282190616,-0.8109194415000001,-0.9340714255,-1.146240947,-1.2992183857,-1.5670751975000001,da,"[6.0, 5.0, 7.0, 7.0, 6.0]"
87,87,John,prepared,his mother,['sick'],['at the care home'],a feast,['celebratory'],[],3,2,-4.7561537879,his sick mother at the care home,a celebratory feast,8,7,7,5,7,3,-4.0282543727,7,5,-4.0844464983,7,5,-4.0627548013,7,5,-4.068960871,7,5,-4.2632143656,7,5,-4.012056001,7,5,-7.1642020861,7,5,-4.9165855816,7,5,-4.0252041221,7,6,-4.1800526381,7,6,-4.0277947017,7,5,-3.8000363963,7,5,1.1428571429,2.3333333333,1.5,John prepared a celebratory feast for his sick mother at the care home.,John prepared his sick mother at the care home a celebratory feast.,-0.9816253998000001,-1.0993944184,-1.0598223891,-1.3927065566,-1.0561450732,-1.487385827,-1.5840559596000001,-1.0735120879,-0.7730179429,-0.8170651992,-0.6942277950000001,-1.1360741369,da,"[7.0, 7.0, 7.0, 7.0, 6.0]"
88,88,John,built,the children,['young'],"['from the disaster', 'in his town']",a boat,"['big', 'fast', 'green']",[],4,4,-5.3660461201,the young children from the disaster in his town,a big fast green boat,12,5,9,6,9,5,-5.017327477,9,6,-5.2450260836,9,6,-5.1027989388,9,6,-5.1439343621,9,6,-5.1494598918,9,6,-5.195830822,9,6,-7.3260018561,9,6,-4.8592066484,9,6,-5.0780546135,9,6,-5.0598082807,9,6,-4.992473406,9,6,-5.6263557322,9,6,2.4,1.8,1.0,John built a big fast green boat for the young children from the disaster in his town.,John built the young children from the disaster in his town a big fast green boat.,-0.9056568846,-1.0988581461,-0.9149976372,-0.8969828556,-0.5777061438000001,-0.7340370066,-0.6299373246000001,-0.8162386102,-0.5027502113,-0.4796222815,-0.7182828363,-0.4735176318,da,"[6.0, 6.0, 1.0, 7.0, 7.0]"
89,89,John,rents,students,"['wealthy', 'college']",['at the campus'],apartments,"['small', 'cheap', 'studio']",[],4,4,-5.8112820845,wealthy college students at the campus,small cheap studio apartments,10,8,7,5,6,4,-5.448429988,7,5,-5.4472758953,7,5,-5.2904332601,7,5,-5.3161021379,7,5,-5.0087892669,7,5,-5.3715503897,7,5,-8.4044675827,7,5,-5.67691377,7,7,-4.7216526985,6,5,-4.8804934184,6,5,-4.8305600973,7,5,-4.9478639823,7,5,1.25,1.5,1.0,John rents small cheap studio apartments to wealthy college students at the campus.,John rents wealthy college students at the campus small cheap studio apartments.,-0.9865148006000001,-1.1131514525,-1.2952058988,-1.0824873937,-1.3953202478,-1.5038561323,-1.306077407,-0.9833491553,-1.4246908733,-1.1077718576,-1.5045930453,-2.0243867177,da,"[7.0, 4.0, 7.0, 7.0, 7.0]"
90,90,John,mailed,his family,"['large', 'extended']","['from the farms', 'in Kansas']",a letter,['long'],"['for the financial account', 'for the house']",5,4,-5.2277893587,his large extended family from the farms in Kansas,a long letter for the financial account for the house,14,14,9,10,9,10,-4.7825334722,9,10,-4.7679567337,9,10,-4.8785798983,9,10,-4.6720057618,9,10,-4.7651952868,9,10,-5.1559062211,9,10,-7.0377344049,9,10,-4.8490728917,9,10,-4.7646796306,9,10,-4.7825527191,9,10,-4.5316635045,9,10,-4.8604301973,9,10,1.0,0.9,1.25,John mailed a long letter for the financial account for the house to his large extended family from the farms in Kansas.,John mailed his large extended family from the farms in Kansas a long letter for the financial account for the house.,-0.3408343823,-0.385860761,-0.3308494112,-0.45306367480000004,-0.6039557853,-0.6112114743,-0.5351084532,-0.3933832627,-0.2378161144,-0.33226749170000003,-0.2632174987,-0.1546032749,da,"[7.0, 5.0, 7.0, 4.0, 4.0, 1.0, 3.0, 6.0, 7.0, 4.0, 7.0, 6.0]"
91,91,John,built,his brother,['sick'],"['with cancer', 'from the mines']",a boat,['green'],['with powered engines'],4,3,-5.8301841511,his sick brother with cancer from the mines,a green boat with powered engines,11,9,8,6,8,6,-5.4229945015,8,6,-5.7350914899,8,6,-5.8105025572,8,6,-5.5193473311,8,6,-5.6415344344000005,8,6,-5.9613861773,8,6,-7.9632335504,8,6,-5.4108308421,8,7,-5.5712242391,8,6,-5.6951390372,8,6,-5.5295205397,8,6,-5.7720849935,8,6,1.2222222222,1.3333333333,1.3333333333,John built a green boat with powered engines for his sick brother with cancer from the mines.,John built his sick brother with cancer from the mines a green boat with powered engines.,-0.9078591991,-1.2334336814,-1.0438746529,-1.3825935809,-0.6750280218,-0.8866779368000001,-0.5153510477000001,-0.6880366865,-0.48383132310000004,-0.48380608340000003,-0.6991812604000001,-1.1126787838,da,"[5.0, 3.0, 1.0, 6.0, 7.0]"
92,92,John,showed,his friend,['longtime'],['with an art history degree'],the building,"['Baroque', 'church']",['from Italy'],3,4,-5.252005025,his longtime friend with an art history degree,the Baroque church building from Italy,12,10,8,8,8,6,-4.8940945675,8,8,-4.6687250639,8,8,-4.3689378437,8,8,-4.4459762573,8,8,-4.9421641199,8,7,-5.1620947938,8,7,-6.8711633921,8,8,-5.1901344061,9,8,-4.3742849032,9,8,-4.4044715563,9,8,-4.8221686151,8,7,-5.0488630931,8,7,1.2,1.3333333333,0.75,John showed the Baroque church building from Italy to his longtime friend with an art history degree.,John showed his longtime friend with an art history degree the Baroque church building from Italy.,-0.2685069034,-0.27231836600000003,-0.3798165517,-0.4144448969,-0.11943661820000001,-0.1414049313,-0.23535992090000002,-0.21296199370000002,-0.1699828943,-0.1487214168,-0.1209822418,-0.3104871114,da,"[1.0, 2.0, 7.0, 7.0, 5.0]"
93,93,John,built,his parents,"['kind', 'disabled']",[],a boat,['speed'],[],3,2,-6.3889093399,his kind disabled parents,a speed boat,7,3,5,4,4,3,-6.1008708954,5,4,-6.3187602997,5,4,-6.1826651573,5,4,-5.9248534203,5,4,-5.9176885431,5,4,-6.1951941143,5,4,-8.8223593885,5,4,-5.1897379268,6,4,-6.108399738,5,4,-6.160154516,5,4,-5.8863635063,5,4,-6.1240384102,5,4,2.3333333333,1.3333333333,1.5,John built a speed boat for his kind disabled parents.,John built his kind disabled parents a speed boat.,-1.0341914283,-1.1301833682,-1.0881596459,-0.9010698636000001,-1.127053755,-1.2711978306,-1.1833954638,-1.4537022721,-0.979191624,-0.9809816534,-1.1317214436,-1.2647830857,da,"[4.0, 6.0, 7.0, 6.0, 4.0]"
94,94,John,rents,students,['wealthy'],[],apartments,['studio'],"['with balconies', 'in downtown']",2,4,-6.3423422178,wealthy students,studio apartments with balconies in downtown,4,13,4,8,2,6,-5.7910963694,4,8,-5.5563100179000005,4,8,-5.4380054077,4,8,-5.5423943202,4,8,-5.3785268343,4,7,-5.5390312855,4,7,-8.5458580897,4,8,-5.7384386063,4,11,-4.9560543128,3,7,-5.0667990276,3,7,-4.9331800143,4,8,-5.3111509085,4,8,0.3076923077,0.33333333330000003,0.5,John rents studio apartments with balconies in downtown to wealthy students.,John rents wealthy students studio apartments with balconies in downtown.,-0.5481689338,-0.2334845572,-0.45162547350000004,-0.3604221922,-1.0348622922,-1.6189051683,-1.2878339046,-0.4297749315,-0.9256397106,-0.9283774711,-0.9016182784000001,-0.8844812024,da,"[2.0, 7.0, 2.0, 7.0]"
95,95,John,rents,immigrants,['American'],"['with college degrees', 'from Texas']",houses,['vacation'],['from a famous architect'],4,3,-6.0566848516,American immigrants with college degrees from Texas,vacation houses from a famous architect,15,12,7,8,7,6,-5.3516516685,7,8,-5.6413652897,7,8,-5.4555557668,7,8,-5.7861984968,7,8,-5.8949321298,7,7,-6.4264752164,7,7,-8.9701032358,7,8,-5.7225355572,8,8,-5.6243576739,7,6,-5.7722887463,7,6,-5.662139833,7,7,-6.0755777657,7,7,1.25,1.1666666667,1.3333333333,John rents vacation houses from a famous architect to American immigrants with college degrees from Texas.,John rents American immigrants with college degrees from Texas vacation houses from a famous architect.,-0.9370354653,-1.0232577165,-0.7450343033,-0.6681726376,-1.089745632,-0.9708715186,0.0666113215,-0.6050297201,-0.7757991606,-0.9485331953,-0.7280568401,-1.1528618832,da,"[2.0, 7.0, 7.0, 7.0, 6.0]"
96,96,John,made,his mother,"['old', 'sick', 'disabled']","['at the care home', 'in Miami', 'with Alzheimers']",soup,[],['with vegetables'],7,2,-5.4996538616,his old sick disabled mother at the care home in Miami with Alzheimers, soup with vegetables,20,6,15,3,13,3,-5.2209534418,15,3,-5.2406598046,15,3,-5.0660791851,15,3,-5.1511892818,15,3,-4.6196659544,16,3,-4.8533171156,16,3,-8.1865720966,15,3,-5.3004384248,17,3,-4.4241825809,16,3,-4.554493987,16,3,-4.7845618291,16,3,-4.9286224192,16,3,3.3333333333,4.3333333333,3.5,John made soup with vegetables for his old sick disabled mother at the care home in Miami with Alzheimers.,John made his old sick disabled mother at the care home in Miami with Alzheimers soup with vegetables.,-0.4384715307,-0.7621033237,-0.8509198212,-0.6516450144,-0.4612688519,-0.4289936737,-0.6164831898,-0.4666304815,-0.46382891800000003,-0.4053001442,-0.26873112660000004,-0.4939630682,da,"[7.0, 6.0, 7.0, 6.0, 6.0, 6.0]"
97,97,John,sent,his family,['large'],"['from the farms', 'in the plains', 'in Kansas']",a message,"['short', 'notice']","['about his travel in Europe', 'for his work']",5,5,-5.0284358538,his large family from the farms in the plains in Kansas,a short notice message about his travel in Europe for his work,14,17,11,12,11,12,-4.8976833637,11,12,-4.8348661569,11,12,-4.6857501543,11,12,-4.5437828211,11,12,-4.5352290471,11,12,-4.8465940864,11,12,-6.2864966922,11,12,-4.7454117628,11,12,-4.2940903051,12,12,-4.4018442631,12,12,-4.32718343,11,12,-4.6890065487,11,12,0.8235294118,0.9166666667000001,1.0,John sent a short notice message about his travel in Europe for his work to his large family from the farms in the plains in Kansas.,John sent his large family from the farms in the plains in Kansas a short notice message about his travel in Europe for his work.,0.0199619587,-0.2338823172,-0.21867519970000002,-0.3514800115,-0.0859113229,0.031727855400000005,-0.7672838635,-0.3660698656,-0.16997461090000002,-0.1483861693,-0.5009246709,-0.5591029064,da,"[5.0, 4.0, 5.0, 3.0, 6.0]"
